AGENCY,MI,ETHNICITY,GENDER,RATE,HRSWKD,MONTHLY,ANNUAL
696,M,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
696,M,HISPANIC,MALE,0.0,40.0,4778.2,57338.4
302,T,WHITE,FEMALE,0.0,40.0,5425.0,65100.0
302,M,HISPANIC,FEMALE,0.0,40.0,4667.33,56007.96
601,K,WHITE,MALE,0.0,40.0,8613.61,103363.32
696,D,WHITE,MALE,0.0,40.0,4291.51,51498.12
802,J,WHITE,FEMALE,0.0,40.0,12954.37,155452.44
696,J,WHITE,MALE,0.0,40.0,4673.85,56086.2
529, ,HISPANIC,MALE,0.0,40.0,5642.15,67705.8
696,N,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
696,S,WHITE,MALE,0.0,40.0,4992.0,59904.0
592,T,WHITE,MALE,0.0,40.0,4858.17,58298.04
320, ,ASIAN,FEMALE,0.0,40.0,6525.83,78309.96
696,W,BLACK,FEMALE,0.0,40.0,3506.41,42076.92
529,E,HISPANIC,MALE,0.0,40.0,4347.97,52175.64
601,N,WHITE,MALE,0.0,40.0,8241.18,98894.16
530,J,WHITE,FEMALE,0.0,40.0,5676.76,68121.12
696,R,HISPANIC,MALE,0.0,40.0,4518.78,54225.36
696,I,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
696,E,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
529,D,BLACK,FEMALE,0.0,40.0,5364.25,64371.0
696,J,HISPANIC,MALE,0.0,40.0,4778.2,57338.4
542,M,BLACK,FEMALE,0.0,40.0,6562.5,78750.0
529, ,HISPANIC,FEMALE,0.0,40.0,4291.57,51498.84
696,J,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
529,P,BLACK,MALE,0.0,40.0,9267.38,111208.56
529,M,WHITE,FEMALE,0.0,40.0,4747.02,56964.24
696,W,BLACK,MALE,0.0,40.0,4673.85,56086.2
529,D,BLACK,MALE,0.0,40.0,3899.83,46797.96
582,D,HISPANIC,MALE,0.0,40.0,7745.0,92940.0
529,L,HISPANIC,FEMALE,0.0,40.0,4363.1,52357.2
529,M,BLACK,FEMALE,0.0,40.0,2768.41,33220.92
696,C,BLACK,MALE,0.0,40.0,4778.2,57338.4
304,C,HISPANIC,FEMALE,0.0,40.0,5423.25,65079.0
696,D,WHITE,MALE,0.0,40.0,4502.89,54034.68
530, ,BLACK,FEMALE,0.0,40.0,5248.95,62987.4
530,L,BLACK,FEMALE,0.0,40.0,5574.04,66888.48
582,E,HISPANIC,MALE,0.0,40.0,8687.75,104253.0
781,G,WHITE,FEMALE,0.0,40.0,14887.85,178654.2
304,Y,BLACK,FEMALE,0.0,40.0,4600.0,55200.0
608,D,HISPANIC,FEMALE,0.0,40.0,5532.45,66389.4
450,A,WHITE,FEMALE,0.0,40.0,11466.0,137592.0
302,V,HISPANIC,FEMALE,0.0,40.0,4838.0,58056.0
529,M,HISPANIC,MALE,0.0,40.0,4594.5,55134.0
802,A,WHITE,MALE,0.0,40.0,4979.51,59754.12
405, ,WHITE,FEMALE,0.0,40.0,10155.78,121869.36
696,C,WHITE,MALE,0.0,40.0,4778.2,57338.4
529,C,BLACK,MALE,0.0,40.0,6562.5,78750.0
529,A,WHITE,FEMALE,0.0,40.0,5671.06,68052.72
701,M,WHITE,FEMALE,0.0,40.0,8735.88,104830.56
529,S,HISPANIC,FEMALE,0.0,40.0,5425.35,65104.2
529,S,WHITE,FEMALE,0.0,40.0,7253.79,87045.48
601,L,HISPANIC,MALE,0.0,40.0,8750.0,105000.0
601,N,WHITE,MALE,0.0,40.0,6772.5,81270.0
529, ,HISPANIC,FEMALE,0.0,40.0,5035.99,60431.88
696,A,WHITE,MALE,0.0,40.0,4778.2,57338.4
102,L,WHITE,FEMALE,0.0,40.0,9300.0,111600.0
405, ,HISPANIC,FEMALE,0.0,20.0,1458.45,17501.4
454,E,WHITE,FEMALE,0.0,40.0,6016.89,72202.68
320, ,WHITE,FEMALE,0.0,40.0,6477.15,77725.8
529,R,HISPANIC,MALE,0.0,40.0,3325.1,39901.2
696,G,WHITE,MALE,0.0,40.0,3871.52,46458.24
530,A,HISPANIC,MALE,0.0,40.0,6881.43,82577.16
601,E,WHITE,MALE,0.0,40.0,7155.75,85869.0
529,M,HISPANIC,FEMALE,0.0,40.0,6378.14,76537.68
320, ,BLACK,FEMALE,0.0,40.0,5331.72,63980.64
608,A,WHITE,MALE,0.0,40.0,11943.91,143326.92
601,A,WHITE,MALE,0.0,40.0,10511.81,126141.72
601,K,WHITE,MALE,0.0,40.0,4964.92,59579.04
802,M,WHITE,MALE,0.0,40.0,8310.64,99727.68
452,M,WHITE,FEMALE,0.0,40.0,10565.62,126787.44
530,L,BLACK,FEMALE,0.0,40.0,5800.92,69611.04
332,A,HISPANIC,FEMALE,0.0,20.0,4501.87,54022.44
405,L,BLACK,MALE,0.0,40.0,7482.41,89788.92
696, ,HISPANIC,MALE,0.0,40.0,5216.73,62600.76
696, ,BLACK,MALE,0.0,40.0,5712.05,68544.6
608, ,WHITE,FEMALE,0.0,40.0,6536.43,78437.16
529,B,WHITE,FEMALE,0.0,40.0,5094.16,61129.92
529,M,WHITE,MALE,0.0,40.0,12921.06,155052.72
529, ,ASIAN,FEMALE,0.0,40.0,3547.58,42570.96
530,M,BLACK,FEMALE,0.0,40.0,5642.11,67705.32
529,M,HISPANIC,FEMALE,0.0,40.0,4288.11,51457.32
582,P,WHITE,FEMALE,0.0,40.0,13638.62,163663.44
405, ,BLACK,FEMALE,0.0,40.0,4086.72,49040.64
529,R,WHITE,MALE,0.0,40.0,4594.5,55134.0
529,L,BLACK,FEMALE,0.0,40.0,5116.58,61398.96
529,B,ASIAN,FEMALE,0.0,40.0,5372.4,64468.8
530,M,WHITE,FEMALE,0.0,40.0,5351.77,64221.24
529,M,WHITE,FEMALE,0.0,40.0,6942.37,83308.44
529, ,HISPANIC,MALE,0.0,40.0,4358.94,52307.28
320, ,HISPANIC,FEMALE,0.0,40.0,4730.67,56768.04
529,K,WHITE,FEMALE,0.0,40.0,4390.15,52681.8
241,M,WHITE,FEMALE,0.0,40.0,14000.0,168000.0
696,L,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
529, ,WHITE,FEMALE,0.0,40.0,5797.66,69571.92
529,A,BLACK,FEMALE,0.0,40.0,7230.13,86761.56
601,R,BLACK,FEMALE,0.0,40.0,12607.22,151286.64
475,A,BLACK,MALE,0.0,40.0,13272.0,159264.0
454,S,HISPANIC,FEMALE,0.0,40.0,3920.31,47043.72
802,O,WHITE,MALE,0.0,40.0,6685.38,80224.56
530, ,WHITE,FEMALE,0.0,40.0,6111.05,73332.6
530,M,HISPANIC,FEMALE,0.0,40.0,5755.91,69070.92
320, ,WHITE,FEMALE,0.0,40.0,8978.99,107747.88
530,D,BLACK,FEMALE,0.0,40.0,5183.88,62206.56
529,A,BLACK,FEMALE,0.0,40.0,3297.58,39570.96
537,D,BLACK,FEMALE,0.0,40.0,5322.52,63870.24
529,T,HISPANIC,FEMALE,0.0,40.0,4710.63,56527.56
529,L,HISPANIC,FEMALE,0.0,40.0,4499.63,53995.56
529,L,WHITE,FEMALE,0.0,40.0,4365.66,52387.92
601,W,WHITE,MALE,0.0,40.0,4211.0,50532.0
302,L,WHITE,MALE,0.0,40.0,5185.59,62227.08
696, ,ASIAN,MALE,0.0,40.0,4291.51,51498.12
302,L,WHITE,FEMALE,0.0,40.0,6143.64,73723.68
529,H,HISPANIC,FEMALE,0.0,40.0,3018.41,36220.92
405,S,WHITE,FEMALE,0.0,40.0,6827.75,81933.0
405,F,WHITE,MALE,0.0,40.0,26250.0,315000.0
405,M,WHITE,MALE,0.0,40.0,7828.08,93936.96
771, ,WHITE,FEMALE,0.0,36.25,8965.86,107590.32
601,N,WHITE,MALE,0.0,40.0,7568.34,90820.08
530, ,BLACK,FEMALE,0.0,40.0,5600.66,67207.92
103,R,WHITE,MALE,0.0,40.0,5687.51,68250.12
529,L,BLACK,FEMALE,0.0,40.0,3075.1,36901.2
537,J,WHITE,MALE,0.0,40.0,3666.67,44000.04
530,C,WHITE,FEMALE,0.0,40.0,8830.52,105966.24
529,D,HISPANIC,FEMALE,0.0,40.0,3896.51,46758.12
305, ,WHITE,MALE,0.0,40.0,8400.0,100800.0
530,M,WHITE,FEMALE,0.0,40.0,7910.53,94926.36
405, ,HISPANIC,MALE,0.0,40.0,4718.74,56624.88
529,L,BLACK,FEMALE,0.0,40.0,4174.46,50093.52
601,A,HISPANIC,MALE,0.0,40.0,4886.02,58632.24
582,A,WHITE,MALE,0.0,40.0,4454.0,53448.0
582,S,WHITE,FEMALE,0.0,40.0,6499.0,77988.0
320, ,OTHER,FEMALE,0.0,40.0,4527.48,54329.76
405,A,WHITE,MALE,0.0,40.0,4964.55,59574.6
808, ,HISPANIC,MALE,0.0,40.0,4350.0,52200.0
771,F,BLACK,FEMALE,0.0,40.0,4161.89,49942.68
529,A,HISPANIC,MALE,0.0,40.0,4932.09,59185.08
701,L,BLACK,FEMALE,0.0,40.0,7397.33,88767.96
530, ,BLACK,FEMALE,0.0,40.0,2974.95,35699.4
601,A,WHITE,MALE,0.0,40.0,5270.11,63241.32
601,M,HISPANIC,FEMALE,0.0,40.0,10114.12,121369.44
405,H,WHITE,MALE,0.0,40.0,9811.58,117738.96
696, ,BLACK,MALE,0.0,40.0,5216.73,62600.76
601,R,WHITE,MALE,0.0,40.0,6615.33,79383.96
529,G,WHITE,MALE,0.0,40.0,6779.23,81350.76
696,G,WHITE,MALE,0.0,40.0,4992.0,59904.0
696,J,WHITE,MALE,0.0,20.0,2166.67,26000.04
327, ,BLACK,MALE,0.0,40.0,7437.5,89250.0
696,F,BLACK,FEMALE,0.0,40.0,4882.44,58589.28
601,L,BLACK,MALE,0.0,40.0,7789.37,93472.44
696,E,WHITE,MALE,0.0,40.0,4778.2,57338.4
302,E,WHITE,MALE,0.0,40.0,6063.75,72765.0
696,L,BLACK,MALE,0.0,40.0,4673.85,56086.2
601,K,WHITE,FEMALE,0.0,40.0,6291.86,75502.32
696,J,BLACK,MALE,0.0,40.0,10115.14,121381.68
529,P,WHITE,MALE,0.0,40.0,3946.24,47354.88
644,D,BLACK,MALE,0.0,40.0,5049.11,60589.32
320, ,WHITE,MALE,0.0,40.0,4481.21,53774.52
529,T,BLACK,FEMALE,0.0,40.0,4149.83,49797.96
405, ,HISPANIC,MALE,0.0,40.0,9811.58,117738.96
529,R,HISPANIC,FEMALE,0.0,40.0,4364.22,52370.64
529,A,BLACK,FEMALE,0.0,40.0,4451.85,53422.2
530,V,WHITE,MALE,0.0,40.0,4861.39,58336.68
696,S,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
608,L,HISPANIC,FEMALE,0.0,40.0,8360.03,100320.36
529, ,WHITE,FEMALE,0.0,40.0,7401.6,88819.2
405,A,WHITE,MALE,0.0,40.0,23594.03,283128.36
529, ,WHITE,FEMALE,0.0,40.0,3139.75,37677.0
696, ,HISPANIC,FEMALE,0.0,40.0,4778.2,57338.4
530,E,BLACK,FEMALE,0.0,40.0,4376.35,52516.2
696,M,BLACK,FEMALE,0.0,40.0,2838.7,34064.4
529,E,WHITE,FEMALE,0.0,40.0,5372.4,64468.8
529,M,HISPANIC,FEMALE,0.0,40.0,4149.82,49797.84
405, ,WHITE,FEMALE,0.0,40.0,5602.35,67228.2
696,T,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
530,J,HISPANIC,FEMALE,0.0,40.0,2840.42,34085.04
529,M,BLACK,MALE,0.0,40.0,3899.83,46797.96
696,L,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
530,E,BLACK,FEMALE,0.0,40.0,5571.56,66858.72
320, ,HISPANIC,MALE,0.0,40.0,3400.0,40800.0
644,A,BLACK,FEMALE,0.0,40.0,4836.45,58037.4
696,L,WHITE,MALE,0.0,20.0,2092.4,25108.8
696,K,BLACK,MALE,0.0,40.0,4199.03,50388.36
529,R,BLACK,FEMALE,0.0,40.0,4440.32,53283.84
551,A,BLACK,MALE,0.0,40.0,10395.0,124740.0
454, ,ASIAN,FEMALE,0.0,40.0,14249.81,170997.72
529,J,BLACK,MALE,0.0,40.0,5149.0,61788.0
696,D,WHITE,FEMALE,0.0,40.0,4623.73,55484.76
405,J,WHITE,MALE,0.0,40.0,8702.83,104433.96
405,M,WHITE,MALE,0.0,40.0,8702.83,104433.96
308,W,WHITE,MALE,0.0,40.0,11151.78,133821.36
696, ,HISPANIC,MALE,0.0,40.0,4992.0,59904.0
644,C,WHITE,MALE,0.0,40.0,5791.43,69497.16
529, ,HISPANIC,FEMALE,0.0,40.0,5709.02,68508.24
313, ,WHITE,FEMALE,0.0,40.0,6339.45,76073.4
529,A,WHITE,FEMALE,0.0,40.0,11486.59,137839.08
529,S,WHITE,MALE,0.0,40.0,4594.5,55134.0
802,T,WHITE,MALE,0.0,40.0,8139.75,97677.0
530,L,HISPANIC,FEMALE,0.0,40.0,6586.58,79038.96
529,L,BLACK,FEMALE,0.0,40.0,3824.73,45896.76
608, ,HISPANIC,FEMALE,0.0,40.0,4912.63,58951.56
696,M,HISPANIC,MALE,0.0,40.0,6561.46,78737.52
304,I,HISPANIC,FEMALE,0.0,40.0,8687.96,104255.52
644,A,WHITE,FEMALE,0.0,40.0,10186.69,122240.28
529,P,HISPANIC,FEMALE,0.0,40.0,7474.22,89690.64
529,D,BLACK,FEMALE,0.0,40.0,6999.99,83999.88
241,W,WHITE,MALE,0.0,40.0,14000.0,168000.0
696,B,BLACK,FEMALE,0.0,40.0,5216.73,62600.76
696, ,HISPANIC,MALE,0.0,40.0,4502.89,54034.68
405,R,HISPANIC,FEMALE,0.0,40.0,4693.15,56317.8
644,L,BLACK,FEMALE,0.0,40.0,3662.5,43950.0
503, ,WHITE,FEMALE,0.0,40.0,5165.76,61989.12
405, ,HISPANIC,MALE,0.0,40.0,6689.5,80274.0
452,A,HISPANIC,FEMALE,0.0,40.0,9371.25,112455.0
601,A,HISPANIC,MALE,0.0,40.0,4916.66,58999.92
530,A,HISPANIC,FEMALE,0.0,40.0,2879.71,34556.52
303,R,HISPANIC,MALE,0.0,40.0,4125.0,49500.0
302,T,WHITE,FEMALE,0.0,40.0,7298.19,87578.28
329,E,WHITE,FEMALE,0.0,40.0,10469.58,125634.96
601,G,WHITE,MALE,0.0,40.0,4400.0,52800.0
529,R,BLACK,FEMALE,0.0,40.0,7496.16,89953.92
537,G,OTHER,FEMALE,0.0,40.0,3844.91,46138.92
529, ,BLACK,FEMALE,0.0,40.0,3547.58,42570.96
529, ,HISPANIC,FEMALE,0.0,40.0,4628.28,55539.36
320, ,HISPANIC,FEMALE,0.0,40.0,5610.25,67323.0
601,E,WHITE,MALE,0.0,40.0,13125.0,157500.0
323,G,WHITE,MALE,0.0,40.0,11766.96,141203.52
241,H,WHITE,FEMALE,75.9615,29.0,9545.82,114549.84
529, ,HISPANIC,FEMALE,0.0,40.0,4346.86,52162.32
473,L,HISPANIC,FEMALE,0.0,40.0,5087.0,61044.0
696,W,BLACK,MALE,0.0,40.0,4295.02,51540.24
530,L,HISPANIC,FEMALE,0.0,40.0,7055.35,84664.2
529,F,WHITE,MALE,0.0,40.0,11864.54,142374.48
529,A,BLACK,FEMALE,0.0,40.0,4204.98,50459.76
405,A,WHITE,MALE,0.0,40.0,8919.83,107037.96
529,L,WHITE,FEMALE,0.0,40.0,4365.65,52387.8
225, ,BLACK,FEMALE,0.0,40.0,4503.26,54039.12
696,S,WHITE,MALE,0.0,40.0,16537.5,198450.0
696,L,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
696, ,HISPANIC,MALE,0.0,40.0,7861.68,94340.16
608,L,BLACK,FEMALE,0.0,40.0,4623.25,55479.0
530,R,BLACK,FEMALE,0.0,40.0,5577.02,66924.24
530,R,WHITE,FEMALE,0.0,40.0,5028.72,60344.64
582,W,WHITE,FEMALE,0.0,40.0,5258.92,63107.04
529,M,BLACK,FEMALE,0.0,40.0,4020.33,48243.96
530, ,HISPANIC,FEMALE,0.0,40.0,3523.4,42280.8
696,S,WHITE,FEMALE,0.0,40.0,4276.91,51322.92
304,B,HISPANIC,MALE,0.0,40.0,7916.67,95000.04
696,O,BLACK,MALE,0.0,40.0,4778.2,57338.4
405,R,HISPANIC,MALE,0.0,40.0,5098.66,61183.92
529,S,HISPANIC,FEMALE,0.0,40.0,7253.79,87045.48
696,R,HISPANIC,MALE,0.0,40.0,4778.2,57338.4
529, ,HISPANIC,MALE,0.0,40.0,3905.51,46866.12
696,S,BLACK,FEMALE,0.0,40.0,4170.64,50047.68
405,R,WHITE,MALE,0.0,40.0,10057.91,120694.92
601,L,BLACK,MALE,0.0,40.0,6005.31,72063.72
530,M,HISPANIC,FEMALE,0.0,40.0,7356.7,88280.4
405,R,BLACK,FEMALE,0.0,40.0,5961.49,71537.88
327,R,HISPANIC,FEMALE,0.0,40.0,7624.89,91498.68
241,K,WHITE,MALE,75.9615,29.0,9545.82,114549.84
601,D,WHITE,MALE,0.0,40.0,5146.16,61753.92
529, ,HISPANIC,FEMALE,0.0,40.0,3828.7,45944.4
529, ,HISPANIC,MALE,0.0,40.0,3946.25,47355.0
601,A,WHITE,MALE,0.0,40.0,5895.75,70749.0
696,A,BLACK,FEMALE,0.0,40.0,3334.47,40013.64
529,D,BLACK,FEMALE,0.0,40.0,6737.5,80850.0
696,A,WHITE,MALE,0.0,40.0,4778.2,57338.4
529,A,BLACK,MALE,0.0,40.0,3794.11,45529.32
696,A,WHITE,MALE,0.0,40.0,4502.89,54034.68
529,D,WHITE,MALE,0.0,20.0,4593.73,55124.76
529,M,WHITE,MALE,0.0,40.0,3946.25,47355.0
802,T,WHITE,MALE,0.0,40.0,5487.58,65850.96
530,R,HISPANIC,FEMALE,0.0,40.0,2810.4,33724.8
696,C,HISPANIC,FEMALE,0.0,40.0,4778.2,57338.4
405,J,HISPANIC,FEMALE,0.0,40.0,7828.08,93936.96
530,L,WHITE,FEMALE,0.0,40.0,5474.6,65695.2
529, ,ASIAN,MALE,0.0,40.0,23120.5,277446.0
507,L,WHITE,FEMALE,0.0,40.0,4180.19,50162.28
530,A,WHITE,FEMALE,0.0,40.0,4998.95,59987.4
696,A,BLACK,FEMALE,0.0,40.0,3975.35,47704.2
696,N,HISPANIC,FEMALE,0.0,40.0,4177.18,50126.16
452,M,BLACK,MALE,0.0,40.0,8957.81,107493.72
601,E,WHITE,MALE,0.0,40.0,4750.0,57000.0
802,E,WHITE,MALE,0.0,40.0,8173.75,98085.0
529,C,BLACK,MALE,0.0,40.0,3924.47,47093.64
530,S,BLACK,FEMALE,0.0,40.0,4679.26,56151.12
601,L,WHITE,MALE,0.0,40.0,5190.63,62287.56
479, ,HISPANIC,FEMALE,0.0,40.0,4250.0,51000.0
530,L,WHITE,MALE,0.0,40.0,11025.0,132300.0
302,A,WHITE,FEMALE,0.0,40.0,6377.52,76530.24
455,G,WHITE,MALE,0.0,40.0,7027.83,84333.96
530,M,HISPANIC,FEMALE,0.0,40.0,5248.95,62987.4
302,L,WHITE,FEMALE,0.0,40.0,15434.97,185219.64
529,R,BLACK,FEMALE,0.0,40.0,6109.25,73311.0
454,D,HISPANIC,FEMALE,0.0,40.0,6008.73,72104.76
696,M,WHITE,MALE,0.0,40.0,4778.2,57338.4
696,J,HISPANIC,MALE,0.0,40.0,4778.2,57338.4
582,P,BLACK,FEMALE,0.0,40.0,6498.45,77981.4
696,L,BLACK,FEMALE,0.0,40.0,4992.0,59904.0
529,G,WHITE,FEMALE,0.0,40.0,4365.66,52387.92
696, ,BLACK,FEMALE,0.0,20.0,2092.4,25108.8
696,A,BLACK,FEMALE,0.0,40.0,3658.36,43900.32
696,A,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
530,S,HISPANIC,FEMALE,0.0,40.0,4853.75,58245.0
529,N,WHITE,FEMALE,0.0,40.0,7253.79,87045.48
537,J,WHITE,FEMALE,0.0,40.0,7947.18,95366.16
305,D,WHITE,MALE,0.0,40.0,9516.78,114201.36
802,S,HISPANIC,FEMALE,0.0,40.0,3582.26,42987.12
302,B,WHITE,FEMALE,0.0,40.0,6331.65,75979.8
529, ,BLACK,FEMALE,0.0,40.0,4594.5,55134.0
696, ,HISPANIC,MALE,0.0,40.0,4907.5,58890.0
529,N,BLACK,FEMALE,0.0,40.0,5372.4,64468.8
529,E,HISPANIC,FEMALE,0.0,40.0,5100.01,61200.12
696,G,BLACK,FEMALE,0.0,40.0,5216.73,62600.76
696, ,HISPANIC,FEMALE,0.0,40.0,4502.89,54034.68
302,I,HISPANIC,FEMALE,0.0,40.0,5296.31,63555.72
529, ,OTHER,FEMALE,0.0,40.0,11692.44,140309.28
323,R,HISPANIC,FEMALE,0.0,40.0,11354.38,136252.56
530,A,HISPANIC,MALE,0.0,40.0,4316.65,51799.8
601,S,WHITE,MALE,0.0,40.0,8981.66,107779.92
802,J,WHITE,FEMALE,0.0,40.0,6087.54,73050.48
304,C,WHITE,MALE,0.0,40.0,6583.33,78999.96
696, ,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
302,L,WHITE,FEMALE,0.0,40.0,6247.5,74970.0
405,B,WHITE,MALE,0.0,40.0,9148.5,109782.0
405,L,WHITE,MALE,0.0,40.0,8919.83,107037.96
104,M,AM INDIAN,MALE,0.0,40.0,12337.5,148050.0
241,E,WHITE,FEMALE,75.9615,28.0,9216.66,110599.92
529,E,WHITE,FEMALE,0.0,40.0,4149.83,49797.96
696,J,WHITE,MALE,0.0,40.0,4598.86,55186.32
696, ,WHITE,MALE,0.0,40.0,4778.2,57338.4
458,E,HISPANIC,MALE,0.0,40.0,9811.58,117738.96
601,A,WHITE,FEMALE,0.0,40.0,4889.93,58679.16
582,M,WHITE,MALE,0.0,40.0,6499.0,77988.0
101,L,WHITE,FEMALE,0.0,40.0,6565.15,78781.8
601, ,BLACK,MALE,0.0,40.0,5460.0,65520.0
304,A,HISPANIC,FEMALE,0.0,40.0,11309.48,135713.76
405, ,HISPANIC,MALE,0.0,40.0,10057.91,120694.92
696,L,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
529, ,HISPANIC,MALE,0.0,40.0,4832.08,57984.96
696,M,BLACK,MALE,0.0,40.0,5216.73,62600.76
696,C,BLACK,MALE,0.0,40.0,4778.2,57338.4
537, ,WHITE,FEMALE,0.0,40.0,4872.08,58464.96
696,D,WHITE,FEMALE,0.0,40.0,3875.74,46508.88
696,L,BLACK,MALE,0.0,40.0,4778.2,57338.4
405,W,WHITE,MALE,0.0,40.0,8919.83,107037.96
802,G,WHITE,MALE,0.0,40.0,6654.73,79856.76
405,J,HISPANIC,MALE,0.0,40.0,8702.83,104433.96
696,L,HISPANIC,MALE,0.0,40.0,4778.2,57338.4
405,R,WHITE,MALE,0.0,40.0,10057.91,120694.92
696,R,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
529,A,HISPANIC,MALE,0.0,40.0,5133.5,61602.0
529,A,HISPANIC,MALE,0.0,40.0,4594.5,55134.0
529,A,HISPANIC,MALE,0.0,40.0,3998.4,47980.8
802,J,WHITE,MALE,0.0,40.0,4979.51,59754.12
696,D,WHITE,MALE,0.0,40.0,4398.74,52784.88
529, ,WHITE,FEMALE,0.0,40.0,4134.25,49611.0
405,T,WHITE,MALE,0.0,40.0,4206.09,50473.08
601,L,BLACK,MALE,0.0,40.0,8084.98,97019.76
601,C,BLACK,FEMALE,0.0,40.0,6394.5,76734.0
601,R,WHITE,MALE,0.0,40.0,6314.82,75777.84
302,A,HISPANIC,FEMALE,0.0,40.0,4799.0,57588.0
601,W,WHITE,MALE,0.0,40.0,5354.75,64257.0
529,L,HISPANIC,FEMALE,0.0,40.0,3872.61,46471.32
802,I,WHITE,MALE,0.0,40.0,7165.75,85989.0
304,E,WHITE,MALE,0.0,40.0,6000.0,72000.0
529,A,HISPANIC,MALE,0.0,40.0,10072.36,120868.32
802,P,WHITE,MALE,0.0,40.0,9740.2,116882.4
529, ,WHITE,MALE,0.0,40.0,15202.99,182435.88
530,J,WHITE,FEMALE,0.0,40.0,5333.23,63998.76
530,Y,WHITE,FEMALE,0.0,40.0,5297.37,63568.44
529,G,HISPANIC,FEMALE,0.0,40.0,4149.83,49797.96
452,M,HISPANIC,FEMALE,0.0,40.0,7809.37,93712.44
601,W,BLACK,MALE,0.0,40.0,4340.0,52080.0
582,E,WHITE,MALE,0.0,40.0,8058.8,96705.6
696,W,WHITE,MALE,0.0,40.0,3742.54,44910.48
529,E,WHITE,FEMALE,0.0,40.0,6335.68,76028.16
529,M,WHITE,FEMALE,0.0,40.0,6860.13,82321.56
529,N,HISPANIC,FEMALE,0.0,40.0,4149.83,49797.96
313,T,BLACK,MALE,0.0,40.0,6431.25,77175.0
201,N,WHITE,MALE,0.0,40.0,11392.48,136709.76
405,A,HISPANIC,FEMALE,0.0,40.0,3957.33,47487.96
601,H,WHITE,FEMALE,0.0,40.0,8304.71,99656.52
701,T,WHITE,MALE,0.0,40.0,11061.33,132735.96
529,D,BLACK,MALE,0.0,40.0,3547.58,42570.96
529,C,WHITE,MALE,0.0,40.0,9289.93,111479.16
530, ,HISPANIC,FEMALE,0.0,40.0,6064.68,72776.16
551,T,BLACK,FEMALE,0.0,40.0,7770.0,93240.0
601, ,HISPANIC,MALE,0.0,40.0,14700.0,176400.0
582,J,WHITE,FEMALE,0.0,40.0,6827.83,81933.96
320, ,HISPANIC,MALE,0.0,40.0,4710.0,56520.0
529,G,HISPANIC,FEMALE,0.0,40.0,6353.8,76245.6
644,R,BLACK,MALE,0.0,40.0,6914.75,82977.0
405, ,WHITE,FEMALE,0.0,40.0,5961.49,71537.88
601,H,WHITE,MALE,0.0,40.0,9295.12,111541.44
537, ,WHITE,FEMALE,0.0,40.0,5309.5,63714.0
529,A,BLACK,FEMALE,0.0,40.0,3139.75,37677.0
405,A,WHITE,FEMALE,0.0,40.0,3630.0,43560.0
320, ,HISPANIC,FEMALE,0.0,40.0,10514.34,126172.08
364, ,HISPANIC,FEMALE,0.0,40.0,5932.5,71190.0
601, ,WHITE,MALE,0.0,40.0,12495.0,149940.0
696,L,HISPANIC,FEMALE,0.0,40.0,3875.74,46508.88
302,A,WHITE,FEMALE,0.0,40.0,11569.36,138832.32
601,D,HISPANIC,MALE,0.0,40.0,5922.0,71064.0
241, ,HISPANIC,FEMALE,0.0,40.0,14000.0,168000.0
529,L,HISPANIC,FEMALE,0.0,40.0,3747.11,44965.32
320, ,WHITE,MALE,0.0,40.0,5830.04,69960.48
601,J,HISPANIC,MALE,0.0,40.0,4656.32,55875.84
696,N,WHITE,FEMALE,0.0,40.0,4992.0,59904.0
405,L,HISPANIC,FEMALE,0.0,40.0,5961.49,71537.88
696,D,WHITE,MALE,0.0,40.0,4983.07,59796.84
326,A,HISPANIC,MALE,0.0,40.0,6335.66,76027.92
696,A,WHITE,MALE,0.0,20.0,2092.4,25108.8
601, ,HISPANIC,MALE,0.0,40.0,5094.16,61129.92
802,R,WHITE,MALE,0.0,40.0,4547.98,54575.76
454, ,HISPANIC,MALE,0.0,40.0,6906.14,82873.68
582,M,WHITE,FEMALE,0.0,40.0,4137.0,49644.0
304,E,WHITE,FEMALE,0.0,40.0,7833.33,93999.96
405,J,HISPANIC,MALE,0.0,40.0,3946.25,47355.0
405,A,HISPANIC,MALE,0.0,40.0,4086.72,49040.64
696,J,WHITE,MALE,0.0,40.0,4992.0,59904.0
405,D,WHITE,MALE,0.0,40.0,6848.17,82178.04
329,J,ASIAN,FEMALE,0.0,40.0,13416.67,161000.04
802,D,WHITE,MALE,0.0,40.0,7828.08,93936.96
537,L,BLACK,MALE,0.0,40.0,5318.15,63817.8
458, ,HISPANIC,MALE,0.0,40.0,10533.16,126397.92
