AGENCY,MI,ETHNICITY,GENDER,RATE,HRSWKD,MONTHLY,ANNUAL
405,C,HISPANIC,FEMALE,0.0,40.0,4620.41,55444.92
405,D,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,D,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,L,WHITE,FEMALE,0.0,40.0,7165.75,85989.0
405,A,WHITE,MALE,0.0,40.0,8006.66,96079.92
696,A,WHITE,MALE,0.0,40.0,8334.75,100017.0
405, ,HISPANIC,FEMALE,0.0,40.0,4086.72,49040.64
405,P,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,M,ASIAN,FEMALE,0.0,40.0,4086.72,49040.64
405,A,HISPANIC,FEMALE,0.0,40.0,4693.15,56317.8
405,D,WHITE,MALE,0.0,40.0,8268.75,99225.0
405, ,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,M,ASIAN,FEMALE,0.0,40.0,4086.72,49040.64
473,R,HISPANIC,MALE,0.0,40.0,11860.0,142320.0
405,Q,BLACK,FEMALE,0.0,40.0,4086.72,49040.64
405, ,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405, ,HISPANIC,FEMALE,0.0,40.0,7165.75,85989.0
405,A,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,M,BLACK,FEMALE,0.0,40.0,4086.72,49040.64
405,R,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
405,G,BLACK,MALE,0.0,40.0,7165.75,85989.0
405,K,WHITE,FEMALE,0.0,40.0,4693.15,56317.8
405,C,WHITE,MALE,0.0,40.0,8006.66,96079.92
405, ,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,W,WHITE,MALE,0.0,40.0,8006.66,96079.92
405, ,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,R,BLACK,FEMALE,0.0,40.0,4086.72,49040.64
405,L,WHITE,FEMALE,0.0,40.0,3805.03,45660.36
405,A,WHITE,MALE,0.0,40.0,8006.66,96079.92
405,O,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
303,E,WHITE,MALE,0.0,40.0,9100.0,109200.0
405,C,WHITE,MALE,0.0,40.0,9063.16,108757.92
405,S,WHITE,FEMALE,0.0,40.0,3805.03,45660.36
405,R,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,N,HISPANIC,FEMALE,0.0,40.0,4693.15,56317.8
405,S,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,L,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,L,BLACK,MALE,0.0,40.0,8006.66,96079.92
405,W,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,D,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,D,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,A,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
405,T,WHITE,MALE,0.0,40.0,8006.66,96079.92
405,S,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,A,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,W,WHITE,MALE,0.0,40.0,8006.66,96079.92
405,R,WHITE,FEMALE,0.0,40.0,7165.75,85989.0
405,M,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,S,HISPANIC,FEMALE,0.0,40.0,7165.75,85989.0
405,J,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,D,HISPANIC,FEMALE,0.0,40.0,3805.03,45660.36
405, ,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
405,N,BLACK,FEMALE,0.0,40.0,7165.75,85989.0
405,J,BLACK,MALE,0.0,40.0,8006.66,96079.92
405,R,WHITE,MALE,0.0,40.0,8006.66,96079.92
405,Y,HISPANIC,FEMALE,0.0,40.0,7165.75,85989.0
405,E,WHITE,FEMALE,0.0,40.0,8334.75,100017.0
405,E,HISPANIC,FEMALE,0.0,40.0,7165.75,85989.0
405,A,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,N,HISPANIC,FEMALE,0.0,40.0,7165.75,85989.0
405, ,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,A,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405, ,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
405,M,HISPANIC,FEMALE,0.0,40.0,7165.75,85989.0
405,R,HISPANIC,FEMALE,0.0,40.0,7165.75,85989.0
405,A,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,J,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
405,M,HISPANIC,FEMALE,0.0,40.0,4086.72,49040.64
405,J,HISPANIC,FEMALE,0.0,40.0,7165.75,85989.0
405,R,WHITE,MALE,0.0,40.0,8006.66,96079.92
405,A,WHITE,MALE,0.0,40.0,8006.66,96079.92
405,H,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,W,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,M,HISPANIC,FEMALE,0.0,40.0,7165.75,85989.0
405,M,WHITE,MALE,0.0,40.0,8006.66,96079.92
405,K,AM INDIAN,MALE,0.0,40.0,9063.16,108757.92
405,W,WHITE,MALE,0.0,40.0,8006.66,96079.92
405,C,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,A,WHITE,FEMALE,0.0,40.0,8006.66,96079.92
405,P,WHITE,MALE,0.0,40.0,8006.66,96079.92
405,A,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,A,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,B,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,G,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,A,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,B,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
405,A,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
405,A,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,E,ASIAN,FEMALE,0.0,40.0,4959.76,59517.12
405,D,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,R,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
405,J,WHITE,MALE,0.0,40.0,7165.75,85989.0
405, ,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
405,D,BLACK,FEMALE,0.0,40.0,5961.49,71537.88
405,K,WHITE,MALE,0.0,40.0,8006.66,96079.92
405, ,HISPANIC,FEMALE,0.0,40.0,6689.5,80274.0
405,D,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
323,M,HISPANIC,MALE,0.0,40.0,6606.25,79275.0
582,K,WHITE,MALE,0.0,40.0,6697.95,80375.4
405,A,WHITE,MALE,0.0,40.0,8006.66,96079.92
405,L,WHITE,FEMALE,0.0,40.0,4249.62,50995.44
405,S,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,N,HISPANIC,FEMALE,0.0,40.0,7165.75,85989.0
405, ,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,A,WHITE,MALE,0.0,40.0,7165.75,85989.0
405,X,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,D,WHITE,MALE,0.0,40.0,7165.75,85989.0
405, ,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,G,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
405,R,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
405,A,WHITE,MALE,0.0,40.0,7165.75,85989.0
405, ,ASIAN,FEMALE,0.0,40.0,4693.15,56317.8
407,E,AM INDIAN,MALE,0.0,40.0,7000.01,84000.12
458,D,HISPANIC,FEMALE,0.0,40.0,3641.33,43695.96
451,A,WHITE,MALE,0.0,40.0,10950.45,131405.4
452, ,ASIAN,FEMALE,0.0,40.0,4375.0,52500.0
452,D,ASIAN,MALE,0.0,40.0,4729.17,56750.04
551,J,BLACK,MALE,0.0,40.0,4485.89,53830.68
473,B,WHITE,MALE,0.0,40.0,12546.0,150552.0
537,O,HISPANIC,FEMALE,0.0,40.0,5425.0,65100.0
454, ,HISPANIC,MALE,0.0,40.0,7405.49,88865.88
320, ,WHITE,FEMALE,0.0,40.0,5083.33,60999.96
455,R,WHITE,MALE,0.0,40.0,8988.94,107867.28
455,S,ASIAN,FEMALE,0.0,40.0,4501.66,54019.92
529,D,HISPANIC,FEMALE,0.0,40.0,5460.0,65520.0
476,C,HISPANIC,FEMALE,0.0,40.0,5267.35,63208.2
582,M,WHITE,FEMALE,0.0,40.0,6582.87,78994.44
582,M,WHITE,MALE,0.0,40.0,6499.0,77988.0
582, ,WHITE,FEMALE,0.0,40.0,4454.0,53448.0
582,A,HISPANIC,FEMALE,0.0,40.0,5719.0,68628.0
473, ,WHITE,FEMALE,0.0,40.0,10996.0,131952.0
644,A,WHITE,FEMALE,0.0,40.0,6999.99,83999.88
644,R,BLACK,FEMALE,0.0,40.0,10289.98,123479.76
644,J,BLACK,MALE,0.0,40.0,5277.88,63334.56
644, ,HISPANIC,MALE,0.0,40.0,5049.11,60589.32
644,R,WHITE,MALE,0.0,40.0,7001.31,84015.72
644,L,WHITE,FEMALE,0.0,40.0,5512.5,66150.0
530,E,BLACK,FEMALE,0.0,40.0,5996.08,71952.96
401,A,OTHER,MALE,0.0,40.0,4450.0,53400.0
644, ,HISPANIC,FEMALE,0.0,40.0,4831.85,57982.2
701,H,WHITE,MALE,0.0,40.0,18364.57,220374.84
701,P,ASIAN,FEMALE,0.0,40.0,9923.38,119080.56
771, ,WHITE,MALE,0.0,40.0,3527.92,42335.04
771, ,WHITE,FEMALE,0.0,40.0,8082.6,96991.2
771, ,HISPANIC,FEMALE,0.0,40.0,4428.29,53139.48
307,L,BLACK,FEMALE,0.0,40.0,6562.5,78750.0
802,M,WHITE,FEMALE,0.0,40.0,6489.13,77869.56
802,K,WHITE,MALE,0.0,40.0,4375.59,52507.08
802,D,WHITE,MALE,0.0,40.0,9063.16,108757.92
802,L,WHITE,MALE,0.0,40.0,7165.75,85989.0
802, ,BLACK,MALE,0.0,40.0,7165.75,85989.0
802,S,WHITE,MALE,0.0,40.0,5612.72,67352.64
802,A,WHITE,MALE,0.0,40.0,7165.75,85989.0
802, ,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
802,A,HISPANIC,MALE,0.0,40.0,8006.66,96079.92
802,M,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,B,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,W,WHITE,MALE,0.0,40.0,8006.66,96079.92
802,A,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
802,W,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
802,J,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,R,HISPANIC,MALE,0.0,40.0,9063.16,108757.92
802,C,WHITE,MALE,0.0,40.0,8006.66,96079.92
802,T,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,M,WHITE,MALE,0.0,40.0,6689.5,80274.0
802,J,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,K,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,W,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,S,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,W,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,L,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,L,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,A,HISPANIC,MALE,0.0,40.0,7165.75,85989.0
802,A,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,E,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,T,WHITE,MALE,0.0,40.0,7165.75,85989.0
802,W,WHITE,MALE,0.0,40.0,7165.75,85989.0
103,C,HISPANIC,FEMALE,0.0,40.0,4837.84,58054.08
930, ,ASIAN,MALE,0.0,40.0,14300.73,171608.76
529, ,WHITE,FEMALE,0.0,40.0,7643.22,91718.64
696,D,WHITE,MALE,0.0,40.0,4502.89,54034.68
529,R,BLACK,FEMALE,0.0,40.0,5372.4,64468.8
529,L,HISPANIC,FEMALE,0.0,40.0,11864.45,142373.4
696, ,HISPANIC,FEMALE,0.0,40.0,4316.66,51799.92
601, ,HISPANIC,FEMALE,0.0,40.0,7350.0,88200.0
537, ,HISPANIC,MALE,0.0,40.0,4750.0,57000.0
455,H,BLACK,MALE,0.0,40.0,7608.62,91303.44
802,A,HISPANIC,MALE,0.0,40.0,4620.08,55440.96
701,A,BLACK,FEMALE,0.0,40.0,6698.03,80376.36
537, ,HISPANIC,FEMALE,0.0,40.0,4575.0,54900.0
105, ,HISPANIC,FEMALE,0.0,40.0,4670.0,56040.0
405,M,HISPANIC,MALE,0.0,40.0,6526.52,78318.24
529, ,WHITE,FEMALE,0.0,40.0,7253.79,87045.48
601,J,HISPANIC,MALE,0.0,40.0,4975.0,59700.0
405,A,HISPANIC,MALE,0.0,40.0,4620.08,55440.96
320,G,HISPANIC,FEMALE,0.0,40.0,4265.0,51180.0
696,T,BLACK,MALE,0.0,40.0,4778.2,57338.4
802,L,HISPANIC,FEMALE,0.0,40.0,4485.52,53826.24
405, ,HISPANIC,FEMALE,0.0,20.0,1417.1,17005.2
448,I,HISPANIC,FEMALE,0.0,40.0,3666.2,43994.4
529, ,HISPANIC,FEMALE,0.0,40.0,7909.38,94912.56
529,N,BLACK,FEMALE,0.0,40.0,4711.25,56535.0
102, ,HISPANIC,FEMALE,0.0,40.0,600.0,7200.0
302, ,BLACK,FEMALE,0.0,40.0,4128.08,49536.96
529,M,HISPANIC,FEMALE,0.0,40.0,3990.66,47887.92
696,J,HISPANIC,FEMALE,0.0,40.0,4389.9,52678.8
582,A,WHITE,FEMALE,0.0,40.0,5370.0,64440.0
302, ,HISPANIC,FEMALE,0.0,40.0,4461.42,53537.04
601,A,HISPANIC,MALE,0.0,40.0,5433.75,65205.0
601,N,ASIAN,FEMALE,0.0,40.0,9010.73,108128.76
529, ,BLACK,FEMALE,0.0,40.0,4844.16,58129.92
304,M,HISPANIC,FEMALE,0.0,40.0,5567.62,66811.44
405,W,WHITE,MALE,0.0,40.0,5487.58,65850.96
529, ,WHITE,FEMALE,0.0,40.0,3503.7,42044.4
529,K,WHITE,FEMALE,0.0,40.0,7474.4,89692.8
454, ,ASIAN,FEMALE,0.0,40.0,9246.66,110959.92
701,M,WHITE,FEMALE,0.0,40.0,6821.44,81857.28
529,A,BLACK,MALE,0.0,40.0,5094.16,61129.92
580,K,OTHER,FEMALE,0.0,40.0,5509.35,66112.2
530, ,BLACK,MALE,0.0,40.0,4066.65,48799.8
554,L,WHITE,FEMALE,0.0,40.0,6135.41,73624.92
529,A,BLACK,MALE,0.0,40.0,4143.9,49726.8
696,M,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
696,T,BLACK,MALE,0.0,40.0,4778.2,57338.4
405,A,BLACK,MALE,0.0,40.0,5487.58,65850.96
529, ,BLACK,FEMALE,0.0,40.0,5937.27,71247.24
696,M,WHITE,FEMALE,0.0,40.0,3672.27,44067.24
644,S,BLACK,MALE,0.0,40.0,4831.85,57982.2
802, ,WHITE,FEMALE,0.0,40.0,5094.16,61129.92
529, ,WHITE,FEMALE,0.0,40.0,8878.98,106547.76
601, ,HISPANIC,MALE,0.0,40.0,5250.0,63000.0
529,C,ASIAN,MALE,0.0,40.0,3946.25,47355.0
529,M,ASIAN,FEMALE,0.0,40.0,8304.85,99658.2
601, ,WHITE,FEMALE,0.0,40.0,6094.72,73136.64
504,M,WHITE,FEMALE,0.0,40.0,5512.5,66150.0
601,P,ASIAN,MALE,0.0,40.0,9535.73,114428.76
529, ,HISPANIC,FEMALE,0.0,40.0,3404.91,40858.92
405, ,WHITE,FEMALE,0.0,40.0,4693.15,56317.8
696,U,BLACK,MALE,0.0,40.0,4992.0,59904.0
529,L,WHITE,FEMALE,0.0,40.0,14567.82,174813.84
529, ,BLACK,MALE,0.0,40.0,4149.83,49797.96
455,D,WHITE,MALE,0.0,40.0,8118.79,97425.48
529,P,WHITE,MALE,0.0,40.0,7437.49,89249.88
554, ,WHITE,MALE,0.0,40.0,10412.49,124949.88
529,F,WHITE,FEMALE,0.0,40.0,13009.5,156114.0
696,M,WHITE,FEMALE,0.0,40.0,5216.73,62600.76
529,O,BLACK,FEMALE,0.0,40.0,4149.83,49797.96
529,A,WHITE,FEMALE,0.0,40.0,6377.52,76530.24
320, ,WHITE,MALE,0.0,40.0,3897.63,46771.56
601, ,BLACK,MALE,0.0,40.0,5391.75,64701.0
582,G,WHITE,MALE,0.0,40.0,5719.0,68628.0
529, ,BLACK,MALE,0.0,40.0,4149.83,49797.96
696,J,BLACK,MALE,0.0,40.0,4502.89,54034.68
772,S,WHITE,FEMALE,0.0,40.0,5778.58,69342.96
530,C,HISPANIC,FEMALE,0.0,40.0,5335.07,64020.84
601,L,WHITE,FEMALE,0.0,40.0,8738.18,104858.16
529, ,WHITE,FEMALE,0.0,40.0,3547.58,42570.96
529,S,WHITE,FEMALE,0.0,40.0,6140.06,73680.72
696,M,WHITE,MALE,0.0,40.0,4266.0,51192.0
601, ,WHITE,MALE,0.0,40.0,10501.31,126015.72
601,C,HISPANIC,FEMALE,0.0,40.0,10221.75,122661.0
405,W,WHITE,FEMALE,0.0,40.0,8161.87,97942.44
696,J,WHITE,FEMALE,0.0,40.0,4163.91,49966.92
696, ,BLACK,FEMALE,0.0,20.0,2138.46,25661.52
529, ,ASIAN,FEMALE,0.0,40.0,5870.32,70443.84
529,A,WHITE,MALE,0.0,40.0,4837.08,58044.96
454,A,OTHER,FEMALE,0.0,40.0,6459.72,77516.64
696,M,WHITE,FEMALE,0.0,40.0,3393.5,40722.0
530,L,BLACK,FEMALE,0.0,40.0,4732.58,56790.96
455,C,WHITE,MALE,0.0,40.0,18200.0,218400.0
529, ,ASIAN,FEMALE,0.0,40.0,6033.99,72407.88
405,P,BLACK,MALE,0.0,40.0,6597.82,79173.84
529, ,WHITE,FEMALE,0.0,40.0,11025.0,132300.0
529, ,OTHER,FEMALE,0.0,40.0,5442.5,65310.0
405,L,BLACK,FEMALE,0.0,40.0,4086.72,49040.64
529,M,WHITE,FEMALE,0.0,40.0,4267.12,51205.44
529,A,BLACK,FEMALE,0.0,40.0,4149.83,49797.96
529, ,WHITE,MALE,0.0,40.0,4832.73,57992.76
529,E,BLACK,MALE,0.0,40.0,3547.58,42570.96
530,L,BLACK,FEMALE,0.0,40.0,5571.57,66858.84
601,J,WHITE,MALE,0.0,40.0,7175.49,86105.88
405,L,WHITE,FEMALE,0.0,40.0,6526.52,78318.24
401,L,WHITE,MALE,0.0,40.0,5000.0,60000.0
608,R,WHITE,MALE,0.0,40.0,10946.25,131355.0
401,A,AM INDIAN,MALE,0.0,40.0,7607.25,91287.0
530, ,BLACK,MALE,0.0,40.0,5232.7,62792.4
696,C,BLACK,FEMALE,0.0,40.0,4170.64,50047.68
601,M,WHITE,FEMALE,0.0,40.0,4630.0,55560.0
529, ,WHITE,MALE,0.0,40.0,7352.61,88231.32
529,M,ASIAN,MALE,0.0,40.0,3547.58,42570.96
529,P,BLACK,FEMALE,0.0,40.0,4594.5,55134.0
644, ,BLACK,MALE,0.0,40.0,6369.58,76434.96
530, ,BLACK,FEMALE,0.0,40.0,5622.7,67472.4
529,L,WHITE,FEMALE,0.0,40.0,3790.36,45484.32
530, ,HISPANIC,FEMALE,0.0,40.0,5143.15,61717.8
304,L,BLACK,FEMALE,0.0,40.0,4833.5,58002.0
530,D,BLACK,FEMALE,0.0,40.0,5785.77,69429.24
696,K,WHITE,FEMALE,0.0,40.0,4992.0,59904.0
601,W,WHITE,MALE,0.0,40.0,5075.0,60900.0
530,O,BLACK,MALE,0.0,40.0,5118.15,61417.8
601,M,WHITE,MALE,0.0,40.0,4997.08,59964.96
529,A,BLACK,FEMALE,0.0,40.0,3432.72,41192.64
580, ,ASIAN,MALE,0.0,40.0,7824.99,93899.88
401,M,BLACK,MALE,0.0,40.0,4700.0,56400.0
452,A,WHITE,MALE,0.0,40.0,13781.25,165375.0
696,B,WHITE,MALE,0.0,40.0,4992.0,59904.0
530, ,WHITE,MALE,0.0,40.0,5571.57,66858.84
696,L,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
530, ,WHITE,FEMALE,0.0,40.0,3748.0,44976.0
696,T,BLACK,FEMALE,0.0,40.0,4293.86,51526.32
320, ,BLACK,FEMALE,0.0,40.0,5824.77,69897.24
405,J,BLACK,FEMALE,0.0,40.0,6110.98,73331.76
802,L,WHITE,MALE,0.0,40.0,4187.5,50250.0
529,B,WHITE,FEMALE,0.0,40.0,5512.69,66152.28
529,H,BLACK,MALE,0.0,40.0,3575.08,42900.96
530, ,BLACK,FEMALE,0.0,40.0,5961.57,71538.84
696,M,BLACK,FEMALE,0.0,40.0,11128.63,133543.56
302,C,WHITE,MALE,0.0,40.0,10324.99,123899.88
529,A,WHITE,FEMALE,0.0,40.0,8304.85,99658.2
696,B,BLACK,MALE,0.0,40.0,4992.0,59904.0
696,D,BLACK,MALE,0.0,40.0,6121.17,73454.04
696,R,WHITE,FEMALE,0.0,40.0,4389.9,52678.8
802,H,WHITE,MALE,0.0,40.0,4979.51,59754.12
601, ,WHITE,MALE,0.0,40.0,7556.88,90682.56
529,G,WHITE,FEMALE,0.0,40.0,3946.25,47355.0
529,P,WHITE,MALE,0.0,40.0,6335.66,76027.92
601,R,WHITE,MALE,0.0,40.0,5011.0,60132.0
529,D,WHITE,FEMALE,0.0,40.0,6442.24,77306.88
529,W,WHITE,MALE,0.0,40.0,4594.5,55134.0
551, ,HISPANIC,MALE,0.0,40.0,4250.0,51000.0
696,L,BLACK,FEMALE,0.0,40.0,5216.73,62600.76
529,L,HISPANIC,FEMALE,0.0,40.0,3155.14,37861.68
515, ,WHITE,MALE,0.0,40.0,4755.34,57064.08
696, ,HISPANIC,FEMALE,0.0,40.0,4103.81,49245.72
601,M,WHITE,FEMALE,0.0,40.0,4450.0,53400.0
530,A,HISPANIC,MALE,0.0,40.0,2843.54,34122.48
405, ,HISPANIC,FEMALE,0.0,40.0,4693.15,56317.8
601, ,HISPANIC,FEMALE,0.0,40.0,8593.04,103116.48
529,J,HISPANIC,MALE,0.0,40.0,6329.25,75951.0
696,D,WHITE,FEMALE,0.0,40.0,4502.89,54034.68
405,M,ASIAN,FEMALE,0.0,40.0,4086.72,49040.64
696,C,HISPANIC,FEMALE,0.0,40.0,4389.9,52678.8
601, ,WHITE,FEMALE,0.0,40.0,6637.62,79651.44
529,W,BLACK,FEMALE,0.0,40.0,4594.5,55134.0
601, ,HISPANIC,MALE,0.0,40.0,4735.6,56827.2
454,Q,HISPANIC,MALE,0.0,40.0,8872.36,106468.32
696,R,WHITE,MALE,0.0,40.0,4778.2,57338.4
405,L,HISPANIC,FEMALE,0.0,40.0,6331.01,75972.12
529,E,WHITE,FEMALE,0.0,40.0,4594.5,55134.0
529, ,BLACK,FEMALE,0.0,40.0,4149.83,49797.96
601,I,HISPANIC,MALE,0.0,40.0,5985.0,71820.0
601,J,WHITE,MALE,0.0,40.0,5877.11,70525.32
601,R,WHITE,MALE,0.0,40.0,5151.82,61821.84
320, ,WHITE,FEMALE,0.0,40.0,3893.4,46720.8
701,R,HISPANIC,FEMALE,0.0,40.0,7895.13,94741.56
537, ,WHITE,FEMALE,0.0,40.0,10841.98,130103.76
696,T,WHITE,MALE,0.0,40.0,4536.96,54443.52
601, ,WHITE,MALE,0.0,40.0,12209.41,146512.92
601, ,HISPANIC,MALE,0.0,40.0,6930.0,83160.0
530,S,BLACK,FEMALE,0.0,40.0,5720.17,68642.04
529, ,HISPANIC,FEMALE,0.0,40.0,5372.39,64468.68
454,H,HISPANIC,FEMALE,0.0,40.0,6267.71,75212.52
529,C,HISPANIC,FEMALE,0.0,40.0,3889.06,46668.72
696,A,BLACK,FEMALE,0.0,40.0,4276.91,51322.92
529,E,WHITE,FEMALE,0.0,40.0,4365.65,52387.8
320, ,WHITE,FEMALE,0.0,40.0,7733.07,92796.84
529, ,WHITE,MALE,0.0,40.0,4149.83,49797.96
530,L,WHITE,FEMALE,0.0,40.0,2860.54,34326.48
405,M,HISPANIC,FEMALE,0.0,40.0,3805.03,45660.36
529, ,BLACK,MALE,0.0,40.0,4108.7,49304.4
601,N,WHITE,MALE,0.0,40.0,4892.85,58714.2
601,C,HISPANIC,MALE,0.0,40.0,4230.0,50760.0
529,C,WHITE,FEMALE,0.0,40.0,3468.44,41621.28
601,E,HISPANIC,MALE,0.0,40.0,4820.0,57840.0
529, ,HISPANIC,FEMALE,0.0,40.0,3905.53,46866.36
696, ,HISPANIC,FEMALE,0.0,40.0,4362.25,52347.0
601,D,WHITE,MALE,0.0,40.0,6869.19,82430.28
529, ,BLACK,FEMALE,0.0,40.0,4198.9,50386.8
529,A,BLACK,MALE,0.0,40.0,3552.86,42634.32
601, ,WHITE,MALE,0.0,40.0,4722.94,56675.28
601, ,WHITE,MALE,0.0,40.0,5141.0,61692.0
582,C,ASIAN,MALE,0.0,40.0,7008.75,84105.0
530,K,WHITE,FEMALE,0.0,40.0,5571.57,66858.84
696,L,WHITE,MALE,0.0,40.0,4228.79,50745.48
452,A,HISPANIC,FEMALE,0.0,40.0,4833.34,58000.08
601, ,HISPANIC,MALE,0.0,40.0,5327.78,63933.36
771,A,WHITE,FEMALE,0.0,40.0,8822.04,105864.48
530,W,WHITE,FEMALE,0.0,40.0,5571.57,66858.84
405, ,HISPANIC,MALE,0.0,40.0,8977.5,107730.0
530, ,WHITE,FEMALE,0.0,40.0,5961.57,71538.84
529, ,HISPANIC,FEMALE,0.0,40.0,4041.24,48494.88
529,Q,WHITE,FEMALE,0.0,40.0,3420.52,41046.24
530,R,BLACK,FEMALE,0.0,40.0,4698.32,56379.84
696,W,WHITE,MALE,0.0,40.0,4778.2,57338.4
303,L,WHITE,MALE,0.0,40.0,7455.0,89460.0
530, ,BLACK,FEMALE,0.0,40.0,5961.57,71538.84
529,L,BLACK,FEMALE,0.0,40.0,5300.13,63601.56
529,A,BLACK,FEMALE,0.0,40.0,5094.15,61129.8
772,E,HISPANIC,MALE,0.0,40.0,5553.56,66642.72
530,D,BLACK,FEMALE,0.0,40.0,5961.58,71538.96
529,E,HISPANIC,FEMALE,0.0,40.0,4149.82,49797.84
529,R,WHITE,MALE,0.0,40.0,5094.16,61129.92
701,A,HISPANIC,FEMALE,0.0,40.0,6370.57,76446.84
601,F,WHITE,FEMALE,0.0,40.0,5015.0,60180.0
529,D,HISPANIC,FEMALE,0.0,40.0,4250.0,51000.0
529,M,WHITE,FEMALE,0.0,40.0,4594.5,55134.0
529,J,WHITE,MALE,0.0,40.0,3946.24,47354.88
473,A,BLACK,FEMALE,0.0,40.0,5133.0,61596.0
601, ,WHITE,FEMALE,0.0,40.0,5880.0,70560.0
302,R,HISPANIC,FEMALE,0.0,40.0,4481.0,53772.0
529,M,HISPANIC,FEMALE,0.0,40.0,3790.35,45484.2
529,L,BLACK,FEMALE,0.0,40.0,4594.5,55134.0
582,E,HISPANIC,FEMALE,0.0,40.0,5719.0,68628.0
696, ,ASIAN,MALE,0.0,40.0,6717.32,80607.84
537,A,WHITE,FEMALE,0.0,40.0,6525.73,78308.76
529,D,WHITE,FEMALE,0.0,40.0,8304.85,99658.2
304,E,WHITE,MALE,0.0,40.0,10571.13,126853.56
644, ,BLACK,MALE,0.0,40.0,3836.78,46041.36
601,L,WHITE,MALE,0.0,40.0,4625.0,55500.0
582,R,HISPANIC,FEMALE,0.0,40.0,4149.58,49794.96
529,P,WHITE,MALE,0.0,40.0,8304.85,99658.2
302,T,WHITE,MALE,0.0,40.0,8006.66,96079.92
302,M,HISPANIC,FEMALE,0.0,40.0,5390.0,64680.0
323, ,HISPANIC,MALE,0.0,40.0,9371.25,112455.0
601, ,HISPANIC,MALE,0.0,40.0,4450.0,53400.0
601,S,HISPANIC,MALE,0.0,40.0,6874.08,82488.96
772,K,WHITE,MALE,0.0,40.0,4090.03,49080.36
